id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
10324,2021-07-19,"Shumigan NOAA/NESDIS MPSR; Shumigan Islands, Alaska","Shumigan Islands, Alaska",55.36750000000001,-158.69027777999997,Oil,,unknown,,,,,,,0,"On 19-Jul-2021, NOAA/NESDIS issued a Marine Pollution Surveillance Report (MPSR) for a possible oil anomaly that was observed in satellite imagery. This anomaly is unconfirmed as oil. Sector Anchorage has requested NOAA to ascertain whether or not this potential oil slick could come ashore."
10322,2021-07-18,"FV MT PAVLOF; Point Alava, Ketchikan, AK","Point Alava, Ketchikan, AK",55.19658199999998,-131.162217,Oil,,diesel,,,,,,600,0,"On 18-Jul-2021, the FV Mount Pavlof hit a rock a sank at Pt. Alava near Ketchikan. The vessel is likely broken up with 600 gallons of diesel on board. Wooden hulled. Sunk in approximately 250 feet water depth.  MSD Ketchikan is requesting fates and trajectory analysis and sensitive area information."
10321,2021-07-16,"Recreational Vessel on Fire; Alpena County, MI, USA","Alpena County, MI, USA",45.033500000000004,-83.38133333000002,Oil,,,,,,,,,0,"On July 16, 2021, the USCG Sector SOO notified SSC of a recreational vessel on fire in the sanctuary. 2 people were rescued and transported to EMS. There is no description of the vessel or on scene confirmation of sheen in the water. Opening the hotline to prepare for more information coming. Notification to sanctuary completed."
10320,2021-07-15,"PC GODFATHER sinking; off Seal Beach, CA","off Seal Beach, CA",33.724999999999994,-118.13877778,Oil,,Diesel,,,,,,500,0,"On 15-JUL-2021, USCG Sector Los Angeles/Long Beach contacted their NOAA SSC regarding the  65’ pleasure craft GODFATHER that was partially sunk and drifting, roughly 1 mile off Seal Beach, CA.  She is believed to be carrying roughly 500 gallons diesel on board, though no sheening has been observed, and is expected to make landfall in the vicinity of Seal Beach by 2100 hrs this evening.  USCG requested a hypothetical “what if” trajectory under two scenarios:  1) if the vessel contacts shore and begins to leak, and  2) if it sinks while at anchor offshore where fuel offloading may be attempted."
10318,2021-07-15,"PC RELENTLESS sunk; off Carlsbad, CA","off Carlsbad, CA",33.11666667,-117.46666666999998,Oil,,Diesel,,,,,,750,0,"On 15-JUL-2021, USCG Sector San Diego contacted their NOAA SSC regarding the  sunken pleasure craft RELENTLESS that had caught fire and sank roughly 7 miles off Carlsbad, CA in roughly 1,600 feet of water.  The vessel had a maximum capacity of 750 gallons diesel and some sheening had been observed from a USCG aircraft after the vessel sank.  USCG requested information on oil fate & transport"
10317,2021-07-15,"SS CEDARVILLE, historical sunken vessel potentially sheening; Cheboygan County, MI, USA","Cheboygan County, MI, USA",45.78716667000003,-84.67066667,Oil,,,,,,,,,0,"On July 15, 2021, the NOAA SSC was contacted by USCG about a historical sunken vessel, the SS CEDARVILLE, which has reported to be releasing oil droplets. USCG requests assistance in reviewing RUST databases to determine what type/quantity of pollution sank with the vessel."
10319,2021-07-14,"Columbia River Unknown Substance; 80421 Quincy Mayger Rd, Clatskanie, OR 97016, USA","Clatskanie, OR",46.168915,-123.109528,Other,,,,,,,,,0,"On the evening of July 14, 2021 but NOAA NW SSC received a call from USCG Sector Columbia River about a milky, white discoloration in the Columbia River between Crims Island and Fisher Island along the Oregon boarder. There was no spill or sheening reported. The USCG asked for any biological or natural events that could cause the discoloration."
10316,2021-07-13,"Towed Vessel sinking near Bellingham, WA; Whatcom County, WA, USA","Whatcom County, WA, USA",48.861166999999995,-122.808167,Oil,,,,,,,,,0,"On July 13, 2021, the NOAA SSC was notified of the sinking of a 79ft vessel being towed from Blaine to Bellingham, WA near Squalicum Harbor. An unknown about of Red dye diesel was seen in the water with the potential to have a total of 100gal. USCG has a vessel on scene that pulled three people out of the water, and an over flight is scheduled. NOAA is working with Washington Ecology and Department of Fish and Wildlife to produce a Resources at Risk."
10315,2021-07-11,"Bulk Carrier Aground Columbia River; Columbia River, Longview, WA 98632, USA","Columbia River, Longview, WA 98632, USA",46.12055799999999,-122.978691,Oil,,,,,,,,,0,"On July 11, 2021, the NOAA SSC received a call from Sector Columbia River about a 580 foot long bulk carrier that had run aground in low tide in the Columbia River about a mile down stream of the Louis and Clark Bridge. A tug is was standing by to assist with refloating the carrier at high tide. The NOAA SSC provided a verbal resources at risk assessment."
10313,2021-07-11,"TPIC Potential In Situ Burn, South Pass 24; LA  USA",LA  USA,29.08777778,-89.28738889,Oil,,,,,,,,,0,"On July 11, 2021, the USCG Sector New Orleans IMD called NOAA SSC reporting an estimated 3- 4 bbls of crude oil discharged on 10JUL21from a flowline owned by TPIC in South Pass 24 in Plaquemines Parish. USCG, State, and RP are working on in situ burn as the potential response method for this incident. SSC and RRO are working closely with USCG."
10314,2021-07-09,"Algae observed in Detroit River; Conner Creek Greenway, Detroit, MI 48215, USA","Conner Creek Greenway, Detroit, MI 48215, USA",42.34985,-82.945523,Other,,,,,,,,,0,"On July 9, 2021, the USCG Sector Detroit called the SSC to review photos taken from an overflight of suspected algal matter on the water surface. The USCG had received reports of an anomaly and conducted an overflight on Thursday, July 8th at 1700 to photograph the anomaly. The anomaly was confirmed to be algae and was supported by observations published on the NOAA NCCOS website."
10312,2021-07-09,"Sheen report; Off Point Piedras Blancas, CA","Off Point Piedras Blancas, CA",35.771666670000016,-121.46666667,Oil,,Seep oil,,,,,,,0,"On the morning of 09-JUL-2021, a sailing vessel reported a large area of sheen roughly 4.5 miles offshore and 11 miles NW of Point Piedras Blancas.  The reporting party indicated that it covered a large area, extending “beyond what the eye can see, it took 15 minutes to sail… through and it is a rainbow sheen with sludge in it.” (from NRC Report No. 1310177).  USCG Sector San Francisco contacted their NOAA SSC to discuss the report, as natural oil seeps are known to be in the area.  A USCG overflight was scheduled and Sector SF was interested if NOAA NESDIS might have suitable satellite imagery covering that area."
10311,2021-07-06,"The Dalles Marina Dock Fire; 101 North Basin Road, The Dalles, OR 97058","101 North Basin Road, The Dalles, OR 97058",45.60117680347872,-121.17211405294692,Oil,,,,,,,,,0,"On the night of Saturday July 3, 2021, The Dalles Marina suffered a dock fire that destroyed a number of deckhouses. Boom was placed around the debris to collect any oil or debris. NOAA SSC was notified July 6 and asked for advice on environmental cleanup resources."
10310,2021-07-05,"Vessel Aground Fisher Island Slough; Longview, WA 98632, USA","Longview, WA",46.17069399999997,-123.068417,Other,,,,,,,,,0,"On the afternoon of July 5, 2021 the NOAA SSC received a notification from Sector Columbia River of a vessel aground on Fisher Island in the Columbia River. The USCG had plans to investigate further."
10309,2021-07-03,"2 barge collision Port Isabel, TX; 1200 Port Rd, Port Isabel, TX 78578, USA","Port Isabel, TX",26.060599999999994,-97.2136,Oil,,,,,,,,,0,"On July 3, 2021, the NOAA SSC received notification from the state of Texas Scientific Support Coordinator that a two barge collision had occurred in the turning basin at Port Isabel, TX. The collision has resulted in a continuous release of gasoline estimated to be 5-10 gallons per minute."
10308,2021-07-02,"Crashed Cargo Plane; Honolulu County, HI, USA","Honolulu County, HI, USA",21.276666669999997,-158.02833332999998,Oil,,Jet A,,,,,,2000,0,"On July 2, 2021, a Boeing 737 cargo aircraft experienced engine failure and crashed into the ocean approximately two to three miles off of White Plains Beach in Mamala Bay off the south side of Oahu in 150 to 250 feet of water.  Both pilots on board were rescued by USCG and local fire department responders. The crash resulted in the potential discharge of jet fuel A.  The upper estimate of potential jet fuel onboard at the time of the crash was 2000 gallons.  Debris and some sheen have been reported on-scene.  An assessment of fuel fate and movement was requested."
10307,2021-07-01,"Copper Solution to Hedges Creek; 10195 SW Alsea Ct, Tualatin, OR 97062, USA","Tualatin, OR",45.36408,-122.78229,Chemical,,,,,,,,,0,"On the morning of Thursday July 1, 2021 around 1000 the NOAA SSC received a notification from the NW RRT member of a 300 gal copper solution spill (biocide CuSol-5) to Hedges Creek approx. 3 miles from where it feeds into the Tualation River. Oregon DEQ have been working on the situation since the previous afternoon and have requested any additional information on the chemical and resources at risk for the area."
10306,2021-06-30,"Industrial Fire, South Chicago; 803 East St, Morris, IL 60450, USA","803 East St, Morris, IL 60450, USA",41.363102999999995,-88.412069,Other,,,,,,,,,0,"At 0900 on June 30th, Great Lakes SSC was notified about an industrial fire in South Chicago by IL EPA. The incident occurred on June 29th, at an old papermill with suspected lithium batteries stored in the facility. An evacuation order was issued and fire fighters utilizing foam to extinguish the flame. SSC connected IL EPA to NWS WFO Chicago hydrologist for river local forecasts."
10305,2021-06-29,"Wapiti Mud Lake Tank Spill; LA, USA","LA, USA",29.493611110000003,-90.0,Oil,,,,,,,,,0,"On June 29, 2021, the USCG Sector New Orleans received a report of approximately 5bbls of crude oil being discharged from the Wapiti Operating Manila Village #1 Marine Transfer Facility into the waterway known as Spoon Bill Bay, which is in the area of Mud Lake. A tank overfilled and a rainwater drain plug failed on secondary containment, which allowed an estimated 5bbls of crude oil to be discharged into the waterway."
10304,2021-06-28,"Mystery Spill- Back Bay Biloxi; Biloxi, MS, USA","Biloxi, MS, USA",30.417720000000003,-88.86657700000002,Oil,,oil,1,1,,,,50,0,"On 28 JUN USCG Sector Mobile IMD notified SSC of a mystery spill in the vicinity of Biloxi Back Bay. Approximately 500 feet of shoreline (marsh) impacted by dark oil (possibly motor oil, lube oil). No known source identified. USCG opened the Fund (OSLTF) and hired a local contractor (E3). Spill contained and cleanup ongoing. SSC is advising on cleanup techniques."
10303,2021-06-25,"Mystery Sheen Main Pass Blk 69; Gulf of Mexico, LA, USA","Gulf of Mexico, LA, USA",29.24833333000001,-89.08833333,Oil,,,,,,,,,0,"On June 23, 2021, USCG Sector New Orleans received a report of  9 mile-long silver and rainbow sheen in Main Pass Block, several miles to the east of Delta National Wildlife Refuge at  29 14.9N, 089 05.3W.  On June 25, 2021,  the sheen was reported to be 2nm long. The Responsible Party has not yet been identified and the release is not yet secure. NOAA provided a trajectory and resources at risk."
10302,2021-06-24,"Savoonga Fuel Sheen; Savoonga, AK","Savoonga, AK",63.69499999999999,-170.47417,Oil,,diesel,,,,,,20000,0,"On 24-Jun-2021, Sector Anchorage reported that sheen was discovered while digging a hole in a gravel pad at the water treatment plant in Savoonga. Sheening was also observed on a nearby stream. A fish kill of at least 30-40 sculpin has been observed. Sector is requesting NOAA phone support at this time."
10301,2021-06-22,"Simmonds Hill Tar Leak; Utqiagvik, AK","Utqiagvik, AK",71.2979,-156.77725,Oil,,tar,,,,,,,0,"On 22-Jun-2021, Sector Anchorage reported receiving photos of abandoned tanks leaking a tar-like substance.  The tanks appear to be eroding from a man-made beach berm structure on the Beaufort Sea coast.  USCG is requesting information regarding potential impacts from the release."
10300,2021-06-20,"Possible sheen; off Point Loma, San Diego, CA","off Point Loma, San Diego, CA",32.58527778,-117.41333333000001,Oil,,Unknown,,,,,,,1,"On 20-JUN-2021, NOAA ERD began receiving media inquiries about a possible sheen report off San Diego.  USCG Sector San Diego had received a report on 19-JUN-2021 (NRC Report No. 1308242) of a sheen approximately 10.5 nautical miles to the Southwest of Point Loma and the reporting party indicated that it had been present since Friday (18-JUN-2021).  USCG conducted an overflight of the area and observed a 3 x 0.5 mile sheen, but did not request NOAA support.  This Hotline is being opened to capture information on this report as it becomes available."
10299,2021-06-17,"Baytown Ditch Discharge; Baytown, TX","Baytown, TX",29.711638890000017,-94.97988611000001,Oil,,Light Crude Oil,,,,,,1050,0,"On June 17, 2021 Sector Houston-Galveston contacted NOAA SSC to request evaluation low pressure vegetation washing for an estimated 20-25 bbl light crude oil (32 API) discharged into a ditch (NRC#1307083). Discharge adjacent to, but not threatening navigable waters. Oil recovery ongoing in ditch/pond. Phone support provided."
10298,2021-06-16,"FV Zorba; Seward, AK","Seward, AK",60.104719999999986,-149.40028,Oil,,diesel,,,,,,200,0,"On 16-Jun-2021, Sector Anchorage reported that the FV Zorba, a 48-foot trawler, is sinking in Resurrection Bay. The vessel is 80-90% submerged. It has approximately 200 gallons of diesel on board.  Sector is requesting a fates analysis and trajectory."
10297,2021-06-15,"West Cameron 551 Discharge; Offshore Texas, Gulf of Mexico","Offshore Texas, Gulf of Mexico",28.306111110000003,-93.26916667,Oil,,Condensate,,,,,,,0,"On June 14, 2021, a sheen from an unknown source in West Cameron Block 551 was reported (NRC#1307727) during a flyover.  Potential responsible party, Stingray Pipeline, described the product as ""condensate"" to MSU Port Arthur.  On June 15, MSU Port Arthur contacted NOAA SSC for advice regarding what a condensate might look like, and potential for recoverable oil."
10296,2021-06-14,"Chemtool Inc. Chemical Plant Fire, Rockton, IL; 880 E Main St, Rockton, IL 61072, USA","880 E Main St, Rockton, IL 61072, USA",42.449510000000004,-89.06198,Other,,,,,,,,,0,"On June 14th, 2021, the Chemtool Inc. chemical plant in Rockton, IL, caught fire. The EPA assumed lead FOSC and has connected with NWS for spot weather forecasts. The USCG contacted NOAA SSC at 1830 to request river forecast modeling for the Rock River. The SSC connected the NWS River Forecast office and WFO Chicago directly to EPA on-scene responders requesting the products."
10295,2021-06-13,Fieldwood Energy Sheen Main Pass 61; Gulf of Mexico,Gulf of Mexico,29.31999999999998,-88.99,Oil,,,,,,,,,0,"On 13JUN2021,  SSC called USCG Sector New Orleans about some NESDIS reported sheen which was progressively getting bigger in main pass 61. Sector New Orleans confirmed Fieldwood Energy as the responsible party, the product originated for a pipeline and is not recoverable."
10294,2021-06-08,"Petroleum and Ethyl Ether Hazmat Fleming Key, FL; Mustin St, Key West, FL 33040, USA","Mustin St, Key West, FL 33040, USA",24.568825679721684,-81.79497241973876,Chemical,,,,,,,,,0,"On June 8, 2021, the US Navy called with a request to assist with hazard assessment and response recommendations for 2 liters of petroleum ether and 2 liters of ethyl ether stored in a hazmat storage locker to assist with disposal"
10293,2021-06-04,"USS TRUXTON Fuel Spill, Offshore Virginia Beach, VA; Atlantic Ocean",Atlantic Ocean,36.49197347059368,-73.23486328124999,Oil,,Marine Diesel Fuel,,,,,,35000,0,"On June 4, 2021, the USCG Sector North Carolina notified the NOAA SSC that the Navy vessel, USS TRUXTUN, while conducting an internal fuel transfer discharged an estimated 35,000 gallons of fuel oil approximately 60 miles east of Virginia Beach, Virginia. USCG requested a trajectory model and additional supplementary information."
10291,2021-06-02,MV Deliverance,"Offshore, Charleston, South Carolina",32.81022222,-79.62355556,Oil,,,,,,,,,0,"On June 2, 2021, the NOAA SSC received a call for the MV Deliverance, a 57 foot yacht, on fire ~5 miles off the coast of South Carolina, near Charleston. The vessel had been on fire for approximately 3 hours—the fire was reported extinguished around 1100 local. The crew was safely rescued.  The vessel was reported to have 1200 gal diesel on board, before the fire. A trajectory and resources at risk have been requested."
10290,2021-06-02,"MV X-Press Pearl, Indian Ocean; Sri Lanka",Sri Lanka,7.455071023918094,79.61692079901695,Chemical,,,,,,,,,0,"The Container Ship X-Press Pearl has been on fire since May 25th off the coast of Colombo, Sri Lanka.  The fire has been contained but the ship is now expected to sink.  Attempts to tow the vessel away from shore have been unsuccessful.  The ship was reportedly loaded with approximately 1500 containers including 81 with dangerous goods.  The precise contents are still being investigated, but include nitric acid.  Some containers were lost overboard and all have been damaged by the fire.  Plastic pellets (nurdles) are washing ashore.  Leaking bunker fuel is a concern but no reports of oil spills so far. The US DOS, USAID, DOD, and National Security Council are in discussions about providing potential assistance including members of the US National Response Team.  This hotline is being opened to capture information about the incident."
10289,2021-06-02,"Newark Motor Oil Release; Passaic River, Newark, NJ","Passaic River, Newark, NJ",40.73805528789006,-74.14220094680786,Oil,,Oil,1,,,,,60000,0,"At 0800 on 2 June, 2021, USCG Sector New York notified the NOAA SSC that they were responding to a motor oil spill from a bladder lined shipping container in Newark, NJ. An estimated 6,000 gallons of motor oil was spilled with an estimated 1,000 gallons entering the Passaic River. Sector New York requested NOAA SSC to provide recommendations on response tactics, a description of potential resources at risk."
10292,2021-06-01,"Northhampton, VA Oil Incident; 1 Monroe Ave, Cape Charles, VA 23310, USA","Cape Charles, VA",37.27022793611209,-76.02230072021484,Oil,,Oiled Debris,,1,,,,,0,"On 1 June, 2021, USCG Sector Virginia notified the NOAA SSC that on the evening of 31 May, USCG received a report of oiled rocks, sand and debris along a stretch of Chesapeake Bay shoreline near Cape Charles, VA. Sector Virginia has now requested response support."
10288,2021-05-27,"Sunken Fishing Vessel; Charleston County, SC, USA","Charleston County, SC, USA",32.71277778000001,-79.86516667,Oil,,,,,,,,,0,"On May 27, 2021, the USCG Sector Charleston notified the NOAA SSC about a sunken fishing vessel ""Miss Kim"" approximately 1/2 mile offshore. The unnamed 35 foot fishing vessel is completely submerged in shallow water, with an estimated 120 gallons of diesel on board. A trajectory forecast has been requested."
10286,2021-05-25,MV Kite Bay,"Morehead City Inlet, NC",34.70116558755649,-76.6723251377698,Oil,,Oil,,,,,,111000,0,"At 4:30pm on 25 May 2021, USCG Sector North Carolina notified the NOAA SSC that the 590 ft long bulk carrier, Kite Bay, grounded outside on the Morehead City Inlet. The vessel has 111,000 gallons of fuel and 11,000 gallons of lube oil on board, though nothing has spilled at this time. USCG requested trajectory."
10287,2021-05-25,"Steamboat Creek, Norfolk, Virginia; 401 Warner Cir, Norfolk, VA 23509, USA",Norfolk VA,36.89,-76.29,Oil,,Oil,1,1,,,,300,1,"At 9:00 pm on 25 May 2021, USCG Sector Virginia notified the NOAA SSC about an unknown amount of oil being found in Steamboat Creek, Norfolk, Virginia. A potential RP has been identified. Volume spilled and cause are being investigated. USCG requested recommendations on response actions, clean-up endpoints and potential resources at risk."
10284,2021-05-21,"Whale carcass; Pacifica, CA","Pacifica, CA",37.599272164868964,-122.50266551971436,Other,,Whale carcass,,,,,,,0,"In the evening of 21-MAY-2021, NMFS Stranding Coordinator staff contacted the NOAA SSC for CA regarding a 40’ whale carcass at Linda Mar Beach, Pacifica, CA.  The carcass is likely to be towed offshore sometime early on 23-MAY-2021.  NMFS requested a carcass drift estimate to aid in determining how far offshore to tow the carcasses so they do not re-beach in the upcoming days."
10285,2021-05-15,"Crimson Midstream Pilling Release; Venice, LA 70091, USA","Venice, LA 70091, USA",29.203055559999996,-89.04361111,Oil,,,,,,,,,0,"On May 14, 202, USCG Sector New Orleans Incident Management Division (IMD) received NRC#1305091 reporting of an unknown amount of crude oil being discharged from a suspected abandoned underground flow line near the Crimson Midstream owned portion of the TPIC Main Pass 69 Facility. Crimson Midstream was driving pilings on the northeast side of the facility and believe that they hit an abandoned flow line between 12-15ft under the mudline.  This discharge is within the Pass A Loutre State Wildlife Management Area."
10281,2021-05-14,"M/V NYK DELPHINUS fire; Offshore Monterey Bay, CA","Offshore Monterey Bay, CA",36.37666666999998,-122.9,Oil,,Mixed fuels,,,,,,800000,3,"On 14-MAY-2021, USCG Sector San Francisco contacted their NOAA SSC to report a shipboard fire on the M/V NYK DELPHINUS, approximately 60 miles west of Monterey Bay, CA.  At the time, the vessel was without propulsion and drifting.  Marine fire fighting activities were underway and USCG was focused on search & rescue operations.  No pollution has been reported, but it is unclear if fire fighting activities on board the ship were successful.  USCG later requested a hypothetical trajectory estimate for roughly 800,000 gallons of mixed fuels in the event the incident devolves."
10280,2021-05-14,M/V Toya Adrift; Offshore Texas,Offshore Texas,27.148333329999986,-94.57000000000001,Oil,,"Heavy Fuel Oil, Marine Grade Diesel",,,,,,999999,0,"On May 14, 2021 the M/T Toyo lost propulsion and is adrift approximately 120 miles offshore of Galveston, TX.  No vessel damage or discharge. MSU Texas City has requested a vessel drift trajectory to evaluate risk of allision with nearby platforms.  Vessel is in ballast (no cargoes),  loaded with approximately 1 million gallons (~24,000 bbls) fuel.  Fuel is heavy fuel oil (HFO) and marine grade diesel.  Assist tug enroute."
10279,2021-05-13,"Flooding, Buckland, AK; Buckland, AK","Buckland, AK",65.99000000000001,-161.13666667000004,Other,,,,,,,,,0,"On May 13, 2021, USCG Sector Anchorage was notified of an ice dam at Buckland, AK  resulting in flooding in the town.  Local responders established an Incident Command and are evacuating residents.  River forecasters report minimal ice still upriver, and so do not expect the ice dam to build in size.  They forecast the ice dam will breach within two hours to two days, allowing the water to recede.  Except for sheen of an unknown type from an unknown source, there have been no reports of pollution.  USCG is monitoring the situation and standing by.  No support has been requested at this time."
10278,2021-05-12,"MV BRAZOS oil spill, Maurice River; Millville, NJ","Millville, NJ",39.30454987014582,-74.9871826171875,Oil,,Diesel Fuel,1,1,,,,1000,1,"At 10:00am on 12 May 2021, USCG Sector Delaware Bay notified the NOAA SSC of a diesel fuel spill from a offshore supply vessel that took place in the Maurice River, NJ, (near Cape May, NJ). USCG requested trajectory for a 2,000 gallon diesel fuel spill."
10277,2021-05-09,"Fin whale carcasses; San Diego Bay, CA","San Diego Bay, CA",32.671604371537555,-117.12395668029784,Other,,Whale carcass,,,,,,,0,"In the morning of 09-MAY-2021, NMFS Stranding Coordinator in CA contacted the NOAA SSC for CA regarding two fin whale carcasses in San Diego Bay, CA.  Both carcasses are likely to be towed offshore late afternoon of either 10 or 11-MAY-2021.  NMFS requested a carcass drift estimate to aid in determining how far offshore to tow the carcasses so they do not re-beach in the upcoming days."
10275,2021-05-04,"Cooper River Mystery Sheen; 1005 Kinzer St, North Charleston, SC 29405, USA","North Charleston, SC",32.87958717306631,-79.9675941467285,Oil,,,,,,,,,0,USCG Sector Charleston contacted the SSC at 1430 to report a significant sheen reported and observed in the Cooper River in the area of the North Charleston terminal. The initial report came in at approximately 0700 on 04 May 2021. The sheen source has not been identified yet. USCG reports dolphins have been observed in the vicinity of the sheen. No additional information was available for the initial notification. Updates will be submitted when received.
10276,2021-05-04,"Gray whale carcass, San Francisco Bay, CA","San Francisco Bay, CA",37.8454491557424,-122.39472702650617,Other,,Whale carcass,,,,,,,0,"In the afternoon of 04-MAY-2021, NMFS Stranding Coordinator in CA contacted the NOAA SSC regarding a 30’ gray whale carcass in San Francisco Bay, CA.  The carcass is likely to be towed offshore late afternoon/evening of 05-MAY-2021.  NMFS requested a carcass drift estimate to aid in determining how far offshore to tow the carcass so it does not re-beach in the upcoming days."
10274,2021-05-03,"F/V Nobska; Roughly 100nm E of Cape Cod, MA","Roughly 100nm E of Cape Cod, MA",41.47566020027821,-67.357177734375,Other,,,,,,,,,0,"On May 3, 2021, the USCG Sector Southern New England contacted the NOAA SSC requesting a trajectory analyses for an F/V that was taking on water. The 98 ft F/V Nobska had caught fire on April 30th, approximately 100 NM east of Cape Cod. The crew were safely evacuated and efforts to tow the vessel back to port were initiated. However, it was found that the vessel began taking on water. USCG has requested a trajectory analyses for approximately 9,000 gallons of diesel and small amounts of other engine oils."
10273,2021-04-30,Cox Well P&A Release; Gulf of Mexico,Gulf of Mexico,29.023055560000003,-90.27055555999999,Oil,,Oil,,,,,,,0,"On April 30, 2021, the USCG MSU Houma Incident Management Division (IMD) contacted NOAA SSC to report a wellhead leak. It was reported that the responsible party Cox Operating facility was conducting a plug and abandon (P&A) operation. The rate of release and maximum potential release is unknown at this time. MSU Houma requested a worse case discharge trajectory."
10272,2021-04-28,"CFV GOL TIRANT Fire and Grounding; Gulf of Mexico, LA, USA","Gulf of Mexico, LA, USA",29.41761110999998,-89.17872222,Oil,,,,,,,,,0,"On April 28, 2021, the USCG notified the NOAA SSC of a 74ft commercial fishing vessel, GOL TIRANT, on fire less than 5 miles south of Breton Island. The vessel has a max of 3,500 gal diesel onboard.  1mile sheen to the NNE reported.  USCG requesting fate and trajectory."
10271,2021-04-27,"F/V Tiffany; Lord Island, Columbia River","Lord Island, Columbia River",46.123099999999994,-123.017,Oil,,,,,,,,,0,"On April 27, 2021, the USCG Sector Columbia River notified the NOAA SSC that an approx. 80’ F/V Tiffany is releasing oil. The vessel has been derelict South of Lord Island on the Oregon side of the Columbia River for several years.  There is a maximum potential of 10,000 gallons of fuel, but the actual quantity and other hazmat products aboard the vessel are unknown. Divers are assessing stability, lightering operations have begun and a soft boom has been deployed around the vessel."
10270,2021-04-27,"MV TIRRANNA Vessel Grounding, Cape Charles, Virginia; Northampton County, VA, USA","Northampton County, VA, USA",37.13842453422676,-76.05010986328124,Oil,,Oil,,,,,,,0,"On 27 April 2021, USCG Sector Virginia notified the NOAA SSC that a 760 foot long Norwegian flagged car carrier grounded just offshore Cape Charles, Virginia, No pollution reported at the time of notification. Vessel grounded due to loss of steering. No products or assistance requested of NOAA SSC at this time."
10269,2021-04-25,"M/V Pepin Express; )ffshore Pompano Beach, FL",")ffshore Pompano Beach, FL",26.18404599999998,-79.8576166,Oil,,,,,,,,,0,"On April 25, 2021, the USCG Sector Miami contacted the ORR duty officer to request a trajectory for the M/V Pepin Express. The vessel had lost power and was adrift 15 miles of Pompano Beach, FL with reportedly 10000 gallons of diesel fuel on board."
10268,2021-04-17,"70ft Wooden Hulled Vessel, Norwester, near Stuart Island, WA; Prevost Harbor, WA, USA","Prevost Harbor, WA, USA",48.685299999999984,-123.20619999999998,Oil,,,,,,,,,0,"On the evening of April 17, 2021 USCG notified the NW SSC of a 70ft wooden-hulled vessel,  the Norwester,  aground on rocks near Stuart Island on the westerly side of Prevost Harbor. No sheen has been observed at this time. The vessel owner stated about 400 gals of Diesel on board with the potential to be around 1,000 gals. Salvage is en route to assist the vessel. A 24-hour trajectory and Resources at Risk were requested."
10267,2021-04-16,"F/V Pacific Cloud; Skipanon River, Oregon","Skipanon River, Oregon",46.177509999999984,-123.91113,Oil,,,,,,,,,1,"USCG Sector Columbia River notified the SSC of a vessel fire on the F/V Pacific Cloud on the Skipanon River, Warrenton, Oregon. The vessel was underway and is now tied-off to pilings. The local fire department is on scene and the fire is almost contained, the hull is reported mostly intact. There is potential for 1,350 gallons of diesel, the responsible party reporting approximately 500 gallons on board. There is no visible sheen on the water. Initial notification, USCG is not requesting products at this time."
10266,2021-04-15,"M/V Carolina Dock & Marine; Charleston, SC","Charleston, SC",32.765739999999994,-79.9813889,Oil,,,,,,,,,0,"On April 15, 2021, the USCG Sector Charleston requested response support for an unnamed marginal sectional causeway barge (a 100-foot self-propelled barge) that began sinking on 13 March and then submerged on 26 March in the Wahoo Creek, Charleston, SC. The USCG reports there was hydraulic oil, diesel oil, and motor oil onboard. USCG has requested assistance with preparing resources at risk and consultation documents."
10265,2021-04-13,"SEACOR Power Response; LA, Gulf of Mexico","LA, Gulf of Mexico",29.006500000000003,-90.20488889,Oil,,,,,,,,,5,"On April 13, 2021, the USCG Sector Nola received report of a capsized 129' lift vessel approximately 7NM south of Port Fourchon in MSU Houma COTP Zone.  The prime focus is on Search and Rescue. The vessel is carrying diesel fuel. The USCG requested oil trajectory. No shoreline impact anticipated."
10263,2021-04-12,"Gray whale carcass; Pebble Beach, CA","Pebble Beach, CA",36.56218639768123,-121.94287776947021,Other,,Whale carcass,,,,,,,0,"In the evening of 12-APR-2021, NMFS Stranding Coordinator in CA contacted the NOAA SSC regarding a beached 30’ gray whale in the vicinity of the Pebble Beach, CA.  The carcass is likely to be towed offshore late on 13-APR or early on 14-APR-2021.  NMFS requested a carcass drift estimate to aid in determining how far offshore to tow the carcass so it does not re-beach in the upcoming days."
10262,2021-04-10,"Diesel Spill Cockler Point; Venice, LA , USA","Venice, LA , USA",29.057222219999986,-89.30416667000001,Oil,,,,,,,,,0,"On April 10, 2021, the USCG Sector Nola was notified of a 500-gallon marine diesel spill from a 2in transfer line at a Whitney facility. The spill is located in an unnamed canal east of Southwest Pass.  The source is secured.  Roseau cane in the immediate area of the spill is impacted.  USCG requested trajectory, resources at risk, and on-site support Sunday morning."
10264,2021-04-09,"M/V Round III Chandeleur Islands; LA, USA","LA, USA",29.858249999999998,-88.83276667,Oil,,,,,,,,,0,"On April 9, 20291, the USCG notified the SSC of a grounded motor vessel (M/V) on the Chandeleur Islands, LA on 9 April. No discharge reported.  SSC providing assistance on BMPs and coordination with USFWS. The crew of the vessel was safely recovered.  The ROUND III is reported to have a pollution potential of 600 gallons of diesel fuel onboard."
